"sessionId (text)","page (text)","latency (number)","timeOnPage (number)"
3892e64a,welcome,7,25.275
b716567c,explore,123,98.847
3942c8d2,welcome,63,27.892
b894b6e7,explore,82,85.222
b80c7902,query,96,441.267
394ddfd9,welcome,105,29.882
b90d34cb,explore,22,54.025
393f380d,query,176,315.657
380124f4,query,26,394.912
b716567c,welcome,102,34.821
b8f6a9d3,welcome,9,24.948
389369e1,welcome,31,32.322
b892f9b1,query,17,431.305
b97853da,explore,27,127.196
39262c2c,query,197,378.967
b8b29817,,40,
b909b2c9,query,209,453.112
b91ae4d7,query,17,493.712
b88e5463,query,59,381.784
376a234b,,148,
38cfcfd8,query,300,374.145
3907a956,query,66,326.240
b892f9b1,explore,33,98.361
b70b69e1,query,54,399.865
38903a89,query,170,285.088
b8006280,index,16,48.152
b9893389,explore,69,60.978
b8d2286a,query,27,270.735
b77313cd,welcome,11,18.467
39432455,query,17,368.917
b5dced94,explore,74,89.159
b873ff03,explore,33,86.916
385b623b,,25,
b8743f55,explore,255,189.697
b88acb3a,explore,37,109.436
b9089ee8,explore,494,100.687
b8e03e49,index,31,21.893
390170d2,welcome,18,40.363
3824ecdb,explore,28,11.313
b8bc718f,welcome,85,19.272
b7d7b7e1,query,17,398.065
39087913,query,257,377.674
b722d103,query,212,424.416
3894a26a,explore,49,79.902
3941931d,explore,157,122.601
b8e95dbd,explore,139,123.653
380b954e,query,404,371.076
390a7b96,,10,
3717e359,,19,
b958b4b9,explore,97,75.868
b8cf0f2c,welcome,7,36.429
b8433ba3,explore,51,130.915
b85348db,welcome,46,32.384
37f7fb42,query,152,339.205
b782b13b,welcome,7,28.129
b6921073,welcome,102,39.098
39341037,welcome,28,24.410
b8006280,explore,22,67.004
371ab83e,welcome,17,35.000
b8351eb1,welcome,7,46.467
b8374e70,welcome,30,43.005
397ef877,welcome,7,10.803
393f380d,query,17,358.698
389ad15f,explore,91,149.930
b8aa5016,index,4,44.162
b909847e,query,49,351.247
38bd58e6,query,17,400.550
b8e6281d,explore,123,58.298
399d158b,explore,284,104.456
b7ca8cd3,query,167,345.511
b8a67ade,query,17,430.046
37a6b109,explore,52,102.957
38a03687,explore,81,134.753
371ab83e,query,238,447.250
b80c7902,query,17,342.193
b88e5463,explore,46,126.142
39081e78,,17,
b92e8801,index,4,56.052
378803b7,query,19,350.474
b861aaca,explore,323,76.344
b798ef62,welcome,12,48.069
b91fdf40,welcome,26,22.431
36fca6f9,explore,22,151.725
38260124,,49,
3864e757,query,21,445.167
385377d2,index,7,49.406
b8bacf06,index,22,38.117
b62ede58,explore,85,139.126
3851b378,query,95,392.658
391d89ec,query,17,380.326
388c5062,query,73,466.051
b83d7d66,,10,
388be9d2,index,4,42.367
b8d7beca,explore,248,89.188
b80c7902,query,64,448.466
38d9aaac,,10,
37a82a7e,explore,76,102.933
37f6c10b,welcome,15,29.298
b854ef43,index,45,56.179
b98127eb,welcome,14,12.139
b92f2f94,explore,66,88.161
38ef3640,explore,72,106.973
3810645e,explore,41,90.966
b87c02c8,index,12,70.753
b800c649,,110,
3882ec68,query,115,356.841
385377d2,explore,22,165.443
38757537,explore,22,181.773
399d158b,explore,22,101.867
b9209247,index,28,48.998
b836330c,index,4,69.227
390170d2,query,131,381.755
b80c7902,index,4,42.752
37d59f5c,query,17,470.799
38b16198,explore,164,86.793
392b1d81,explore,28,59.146
380124f4,welcome,51,28.064
b91548eb,query,190,329.996
371a54b2,explore,143,178.423
37d123f1,query,168,457.536
39460216,explore,22,42.999
3983ef15,index,25,42.994
38757537,explore,96,87.746
385d7134,explore,137,179.774
b91086bb,query,17,338.928
b7af974b,query,116,378.740
b885293e,query,17,306.486
393f6b13,query,17,421.018
371e3a21,welcome,105,26.867
38be1630,query,17,428.850
b900ba0c,explore,58,130.618
b8bacf06,query,22,407.873
b79059f2,index,23,58.433
36cd0681,query,38,267.375
b861305a,query,17,328.427
b8b40cfa,index,7,46.647
b8743f55,query,109,393.633
385d7134,index,9,46.311
39087913,welcome,29,33.980
b91b0f7b,,190,
b940485f,explore,172,134.005
37260a05,,12,
37e605a5,query,17,300.701
b89a3dfc,explore,88,50.442
392b1d81,explore,63,135.489
38dadc41,explore,405,50.073
b81d2395,welcome,45,22.440
3727d510,explore,103,69.220
38c902a6,welcome,67,15.765
b7640fe2,welcome,26,19.458
38cb3d3d,query,17,334.078
b76cbd81,welcome,7,36.897
393f380d,welcome,101,26.699
3727d510,welcome,72,20.180
388f0d88,query,143,344.894
b857f798,index,20,29.151
b7af974b,query,17,261.078
39087913,explore,22,109.349
b76cbd81,index,45,44.658
b8351eb1,explore,107,124.976
b7d7b7e1,index,5,43.934
b958b4b9,query,53,394.388
b8e11809,welcome,29,40.604
3894a26a,explore,97,161.389
38b7cf6f,explore,69,82.627
b7ca1b94,query,131,374.622
b8a366cb,query,123,272.863
b751dac7,welcome,84,29.202
b8d7beca,query,17,243.606
b857f798,,26,
b76cbd81,query,29,283.587
394cb0da,query,57,540.487
37c18db6,query,17,378.116
b8c0026e,explore,128,102.782
b7bc1f0f,explore,22,118.591
b865e455,query,44,388.503
b94822a0,explore,242,91.047
b8d7beca,welcome,7,32.623
399d158b,query,82,345.030
38280d6c,welcome,26,26.325
b878603b,welcome,30,37.254
37a82a7e,explore,41,120.881
b5f2decc,welcome,9,38.464
39a559e2,query,42,368.882
b824e5f3,query,17,343.922
b7dc0233,explore,30,69.197
380a5d7e,query,89,339.563
38499121,query,124,553.158
b89a3dfc,index,12,40.177
38f14edf,welcome,17,28.684
b8006280,query,66,335.641
391d89ec,explore,59,124.280
38bd58e6,query,75,377.331
38df9237,query,58,399.373
395482c8,explore,132,105.979
38a33852,explore,43,74.627
b7c82f3f,welcome,11,26.373
b8b7ba1e,query,176,479.795
b6921073,explore,159,118.916
b798ef62,query,177,446.891
385276a9,query,17,239.972
b79059f2,explore,205,94.034
b807be94,explore,103,189.715
b8cd3be0,query,205,275.475
b89b724e,query,17,349.616
3812c125,explore,315,92.017
38d0501b,query,112,428.678
3941931d,query,30,333.956
38b156fd,welcome,26,12.010
b62ede58,index,6,32.778
b8f64134,,28,
37f6c10b,explore,149,138.887
b9179291,query,40,387.884
37b27ce3,explore,277,100.326
b85348db,welcome,7,26.339
b89a3dfc,welcome,9,15.396
b846d2d5,query,68,254.039
b9584ed5,index,7,47.005
3897cb37,query,98,347.397
39125418,index,60,52.904
36f6d52a,query,26,399.793
38935991,explore,60,95.808
37c57dbc,explore,50,158.266
3941931d,explore,84,75.340
b8cb668d,welcome,34,34.906
b94822a0,explore,66,84.256
b98127eb,explore,171,126.597
3989c759,explore,75,161.508
b89a3dfc,query,17,251.016
b8008c33,query,273,304.244
38fb24c3,query,17,409.022
b8a76e6e,query,58,412.699
b8c0026e,,88,
b8ba48cc,query,619,453.489
38233158,query,131,430.367
390170d2,welcome,7,18.293
b5dced94,query,154,459.186
b854ef43,query,56,372.377
376a234b,query,43,457.815
b8008c33,query,52,354.535
388edbb7,explore,352,69.448
378b9806,query,38,415.141
389b6955,welcome,13,35.132
b92eeecb,explore,22,117.508
3942c8d2,welcome,69,38.573
b865e455,query,28,313.649
b8a76e6e,welcome,59,17.085
b940485f,,41,
383ea267,index,16,20.253
b716567c,explore,138,73.895
b88fd3bb,query,69,290.368
b85348db,query,17,452.543
36e0df61,welcome,21,37.850
b91fdf40,explore,58,151.484
b8380f86,query,17,361.082
b92e8801,query,577,378.347
3892e64a,query,209,422.291
3929bc2a,explore,514,84.803
383ea267,query,64,393.961
b8f64134,explore,70,117.456
b854ef43,welcome,7,47.053
b8656cd1,welcome,23,37.197
b87bfdf5,explore,71,67.361
372dd8d5,query,23,422.005
b6b1090b,index,15,28.822
b85de11e,welcome,23,34.959
b87bfdf5,query,71,337.254
b871175a,explore,125,111.631
b92f2f94,index,19,31.840
b857f798,query,31,373.710
b84235d6,explore,22,95.328
b8c0026e,query,92,444.618
39262c2c,query,23,306.160
b909b2c9,welcome,33,19.989
38757537,query,30,355.507
b76cbd81,query,123,362.446
b7ec988d,query,163,280.019
3941931d,query,348,372.867
38e2efc3,welcome,34,9.106
b963ff2b,welcome,7,23.062
b85de11e,query,490,426.290
b8961eb2,query,113,438.391
b91548eb,explore,131,131.300
b7b918b6,query,17,323.634
b83d7d66,explore,58,67.183
379a2fde,query,186,377.126
3878a57d,index,8,36.109
3878a57d,query,120,370.530
b7ec988d,explore,163,134.738
399042f2,query,165,420.716
38757537,welcome,24,27.397
b782da6b,query,214,335.475
b8dd440e,index,26,51.491
376a31f7,query,166,377.700
389ad15f,explore,22,125.866
b8f6a9d3,explore,22,124.741
b9209247,query,167,500.769
38b7cf6f,explore,34,188.351
b865e455,explore,22,231.151
b8e03e49,index,41,35.263
b91086bb,welcome,79,38.666
b92e8801,explore,38,123.340
b89113df,,73,
b856720f,explore,114,108.182
b91fdf40,welcome,18,29.791
3825d668,welcome,47,27.893
b8d29a1e,query,104,458.556
b8cd3be0,welcome,7,30.511
b77313cd,query,42,339.739
b8e03e49,explore,120,174.142
b98bcfcc,query,17,386.520
39831e60,query,17,444.211
b7ca8cd3,query,17,402.943
378803b7,welcome,7,24.303
b8d29a1e,explore,23,80.328
b77582fd,welcome,134,31.177
b909847e,,70,
390170d2,query,77,518.303
b807be94,welcome,148,39.709
b8e03e49,welcome,15,37.955
392b1d81,explore,647,89.133
b9893389,query,17,340.987
b5383e8b,query,52,411.529
388ea112,welcome,86,34.577
38f8128a,query,17,297.737
38595510,query,77,450.899
b89113df,welcome,36,29.472
3929bc2a,explore,47,148.515
3890f66f,query,384,352.188
b8b2a8b6,welcome,153,24.368
b6a0a726,query,17,312.160
38b7cf6f,,119,
389ad15f,query,103,515.525
37e1894f,welcome,58,34.004
b8cd58c8,explore,29,135.749
37448f35,query,17,393.821
b7ba8440,query,62,329.130
3928c4b8,index,25,43.932
39125418,explore,22,85.708
390170d2,query,24,354.583
376a234b,welcome,24,40.671
b89c360a,query,64,384.757
391d89ec,,13,
b89a141a,query,300,449.987
b8a67ade,query,17,321.930
380db636,welcome,62,26.909
3890f66f,welcome,7,37.812
b70b69e1,explore,97,130.069
b98bcfcc,query,59,356.336
380124f4,query,17,422.400
388c5062,query,55,307.027
38e3ee82,index,5,47.139
b8d29a1e,welcome,8,33.592
380d570e,,30,
390170d2,index,4,48.520
376a31f7,explore,173,169.863
37e1894f,query,224,485.556
380a5d7e,explore,84,169.274
391d9538,query,17,373.369
b87c02c8,explore,22,123.265
b891e22a,explore,95,74.261
38715456,,214,
386e63fe,explore,32,79.538
b895f6f7,explore,119,86.586
b963ff2b,query,26,402.392
b92a0568,welcome,202,23.181
b7b918b6,query,96,388.137
38976b8d,,58,
38fc0392,welcome,24,38.823
39341037,explore,64,198.518
b89113df,explore,126,147.295
37a6b109,query,61,292.693
b6b1090b,query,204,348.609
b89113df,explore,175,121.285
37a6b109,query,62,388.468
3882ec68,query,148,287.953
391d9538,explore,135,58.508
b8d397b9,query,120,356.244
38b4efea,query,17,314.584
389fb3f5,explore,22,25.810
382cbaf0,query,47,381.058
b91ae4d7,query,36,434.510
b91fdf40,explore,105,141.610
b722d103,,20,
b7928361,explore,102,85.318
387157e9,query,32,344.852
37d59f5c,index,11,46.359
3907a956,explore,279,132.276
b7219296,welcome,26,31.201
b9849c67,query,121,376.973
b7219296,index,4,54.472
386e63fe,query,169,420.902
b782da6b,welcome,7,32.809
b8961eb2,query,122,330.503
b98127eb,welcome,153,27.298
b843f6c4,index,4,65.861
3863e159,welcome,118,29.380
b5383e8b,query,36,400.377
387157e9,index,14,30.091
b6acd2e3,,43,
38a09be2,explore,139,102.737
3989c759,explore,22,127.814
b8374e70,explore,251,138.825
b846d2d5,query,84,420.086
38976b8d,index,14,67.189
b9584ed5,,37,
b7cef0b0,index,12,37.659
388f0d88,query,105,454.554
b8d29a1e,query,215,426.791
b7cef0b0,query,247,390.375
38bce03f,,37,
38937049,query,173,447.586
391d89ec,query,122,290.554
b9179291,welcome,18,27.606
38fc0392,query,17,360.283
b91086bb,explore,22,89.782
37b9201d,index,13,49.409
388edbb7,query,181,377.859
b85de11e,explore,75,103.929
b8f28a24,query,18,431.336
38cb3d3d,query,234,426.098
36e0df61,query,85,339.712
b8a67ade,query,17,407.619
b751dac7,welcome,20,19.653
b8cb668d,explore,179,168.230
38fb24c3,explore,88,108.290
37dff849,query,216,381.120
b8ab5899,welcome,45,22.193
37e1894f,query,70,270.581
b83093aa,welcome,9,21.902
37c57dbc,query,51,388.040
38757537,query,17,348.979
39432455,explore,69,86.516
b87bfdf5,index,4,18.261
388c5062,query,17,328.156
b6ddba69,,10,
3892e64a,explore,282,119.998
b909847e,explore,71,84.945
377cd850,index,11,50.554
b90c5840,,158,
3717e359,,104,
377cd850,query,24,331.840
b92e8801,,50,
38a33852,,52,
b8ab5899,query,141,376.039
b8a76e6e,query,23,425.353
37f7fb42,,126,
b81d2395,query,55,382.719
37d123f1,explore,234,189.775
39081e78,welcome,67,21.213
38903a89,query,125,318.467
38be1630,query,17,293.049
37260a05,,34,
389ad15f,explore,80,58.197
b846d2d5,explore,107,24.698
3812c125,,18,
b7640fe2,query,413,320.571
b83d7d66,welcome,7,25.626
380124f4,welcome,48,35.980
b807be94,query,178,393.032
b89c360a,index,79,39.741
389fb3f5,query,21,302.720
b958b4b9,query,59,407.988
b8a366cb,explore,103,73.332
b9179291,explore,22,167.273
38d0501b,explore,22,34.200
38ab8d7f,query,143,315.331
b83d7d66,query,49,373.378
b84235d6,query,33,464.821
b8ba48cc,explore,265,19.537
380db636,index,31,54.418
38c07244,query,34,406.424
3878a57d,query,86,483.524
390170d2,query,116,381.355
39324b60,index,96,21.441
b8cd58c8,query,27,371.542
b9849c67,,10,
b7aa7170,query,126,439.032
389369e1,,10,
384c9e30,query,17,460.040
3929bc2a,index,141,69.280
b8e6281d,query,144,415.916
38c07244,explore,22,111.489
39087913,explore,499,110.902
b895360e,index,31,50.645
38b16198,query,17,350.768
b81a2d8e,welcome,32,47.365
b92eeecb,query,17,384.636
b909847e,explore,22,165.612
385276a9,query,17,272.849
37537daf,,21,
b88fd3bb,query,288,407.709
b892f9b1,explore,22,113.161
b6a6b774,welcome,27,19.718
b8136484,explore,66,186.634
36413a23,query,18,343.093
b7928361,explore,22,85.306
b8bacf06,query,46,294.894
39007e90,explore,22,131.408
38738934,explore,22,66.667
371e3a21,welcome,7,23.908
371e3a21,welcome,25,16.047
b7ba8440,welcome,7,29.439
37a82a7e,query,48,331.205
38cfcfd8,explore,30,3.777
b836330c,query,73,291.509
38cfcfd8,explore,22,66.015
b90c5840,query,33,429.119
38fb24c3,index,25,47.826
b909b2c9,,10,
380cd81e,index,6,61.163
b984fd05,query,20,476.496
399d158b,welcome,25,18.900
b722d103,explore,384,60.622
38757537,explore,68,107.882
395ac9c4,query,74,411.446
380db636,welcome,51,35.625
394ddbe2,query,59,369.953
38903a89,explore,40,154.693
b8351eb1,query,71,441.357
b89a3dfc,query,82,414.847
b895f6f7,query,23,324.733
b751dac7,explore,22,4.157
b892f9b1,explore,133,93.880
b7a489a1,query,104,334.741
b7928361,,13,
385b623b,explore,125,99.776
b85348db,index,15,58.928
385377d2,explore,168,41.801
38aa2a71,query,40,428.499
b8bc718f,explore,127,36.315
3878a57d,explore,85,124.641
b7928361,index,23,57.503
38dadc41,index,18,33.877
393f380d,explore,214,89.783
388be9d2,query,215,376.278
b6a6b774,explore,50,148.020
37dff849,,13,
37ac4473,welcome,9,24.778
380b954e,query,17,468.265
b8f6a9d3,query,56,284.121
b85ea5e5,query,207,530.792
3863e159,index,4,52.948
b8f6a9d3,query,41,308.566
b9859cce,index,10,65.371
b984fd05,explore,43,98.729
b87c02c8,welcome,65,38.411
3878a57d,welcome,11,26.796
b87c02c8,welcome,89,27.213
38b16198,explore,22,120.189
38be1630,explore,135,120.327
b873ff03,index,4,43.675
390180e2,index,5,75.182
b89b724e,,73,
b836330c,index,34,68.308
37f7fb42,query,26,340.167
38e2efc3,explore,33,13.926
37260a05,explore,22,162.224
38043b6f,query,70,496.912
b91548eb,query,115,450.737
389369e1,query,325,332.423
397ef877,query,100,279.070
39007e90,query,24,514.615
b846d2d5,welcome,69,33.064
b85fadd4,index,27,32.795
393381c2,query,83,396.958
b81a2d8e,welcome,59,29.450
385377d2,index,79,47.860
b91b0f7b,,10,
b9501b64,,51,
b92eeecb,welcome,49,21.202
b70be3c1,index,19,64.374
38043b6f,index,39,63.802
b88fd3bb,index,50,43.242
3874325c,welcome,31,39.144
38595510,index,30,37.955
b7cef0b0,query,152,277.220
b5dced94,welcome,18,51.669
3854a6d5,index,8,35.688
b716567c,query,17,386.570
37b27ce3,explore,79,202.797
3717e359,query,63,226.479
388edbb7,explore,147,100.575
b984fd05,welcome,77,36.645
374db7d1,,39,
b7c82f3f,welcome,10,24.684
b8eb1431,query,83,449.637
3812c125,welcome,42,21.800
b8571315,explore,22,77.509
b782da6b,query,263,353.393
b81d2395,index,4,49.692
37c57dbc,query,48,322.786
b89c360a,index,15,51.970
b76af8d0,query,17,484.827
3858a90b,explore,22,59.281
3928c4b8,index,4,18.218
37537daf,welcome,67,25.619
b90d34cb,query,26,455.146
3864e757,query,79,414.749
39432455,explore,162,76.468
371ab83e,explore,308,141.545
b8df35c5,welcome,25,39.747
39324b60,query,69,213.781
37537daf,query,142,317.172
3854a6d5,explore,22,76.661
380cd81e,query,201,415.194
38570593,query,24,388.909
b9251758,query,21,403.424
b8c91f40,query,52,348.120
b964410c,explore,292,129.684
b930b197,query,112,411.475
b7dc0233,welcome,16,37.763
3812c125,query,162,303.514
b70b69e1,explore,210,74.442
b8df35c5,,18,
b85348db,,75,
b6b1090b,,10,
386e63fe,welcome,9,29.342
392668c1,query,17,394.585
b8a67ade,index,9,26.734
384c9e30,welcome,25,23.245
39007e90,query,390,354.607
3812c125,query,46,406.028
37537daf,,26,
3983ef15,query,47,310.881
3779aa78,explore,250,187.479
38937049,explore,240,183.978
b9049c6d,query,81,401.282
38b16198,explore,29,84.541
3862baeb,explore,203,152.951
39204937,query,22,359.809
38976b8d,welcome,30,42.267
b9179291,index,4,37.552
b807be94,explore,22,16.122
38280d6c,query,18,292.936
b930b197,query,25,340.022
b6921073,query,121,346.079
b7e8471c,query,127,382.716
388be9d2,explore,22,114.360
b8c91f40,index,24,63.580
388edbb7,,162,
3928c4b8,explore,160,60.117
37c18db6,explore,226,82.292
b6a0a726,explore,107,83.597
372ba72b,welcome,7,33.460
3892e64a,query,129,375.120
b9849c67,welcome,7,21.794
388edbb7,explore,26,45.116
b7a489a1,query,43,426.749
39125418,,14,
3727d510,explore,41,83.658
3727d510,explore,22,43.037
3911f0b1,,65,
b7a489a1,explore,350,184.545
38d9aaac,query,65,444.240
b6a6b774,welcome,7,17.826
b843f6c4,query,127,480.500
b91548eb,index,4,60.043
38664594,query,92,444.382
b5dced94,query,210,357.132
3779aa78,query,273,383.265
b89b724e,query,17,370.482
37de11b8,query,64,334.262
38aa2a71,welcome,68,16.729
b8136484,explore,81,141.100
b909b2c9,explore,228,66.440
3890f66f,query,46,293.276
38be1630,query,168,352.915
b8006280,index,18,72.696
380b954e,query,17,435.606
3854a6d5,explore,213,121.652
37ac4473,query,234,292.312
b84235d6,,28,
385d7134,explore,85,87.264
b878603b,explore,122,96.512
b89113df,explore,37,110.360
b8ab5899,welcome,7,24.330
37448f35,welcome,27,29.472
b81d2395,query,42,354.439
b7a489a1,explore,155,56.317
38a33852,explore,110,143.285
38f14edf,explore,213,71.518
b8cb668d,query,196,326.852
b7640fe2,explore,103,108.999
b8d23a66,welcome,23,26.823
38903a89,explore,274,76.783
b70be3c1,query,48,266.220
b98bcfcc,explore,75,142.322
38a33852,explore,147,142.440
3907a956,explore,135,110.374
b76cbd81,query,187,353.166
b90e3c5f,explore,32,57.377
b87bfdf5,query,91,421.832
b90037ce,explore,50,125.524
b8ff7b7e,,10,
b8a76e6e,explore,22,137.542
b89b724e,explore,576,92.510
b7dc0233,query,218,287.712
380cd81e,welcome,34,40.206
38715456,index,9,51.365
b7aa7170,welcome,11,41.329
381b3616,,33,
b89a3dfc,welcome,21,28.256
b8b40cfa,query,17,293.055
b798ef62,welcome,51,35.873
b785749f,query,366,371.039
b83093aa,,12,
39081e78,query,17,396.696
b9859cce,welcome,60,17.644
38e2efc3,query,63,278.117
b5f2decc,index,9,52.424
b9584ed5,welcome,87,29.901
b8d2286a,explore,366,170.975
b81a2d8e,welcome,9,35.856
b81d2395,welcome,17,41.477
b841d8cb,explore,155,67.091
b67e31d7,explore,81,57.845
b7af974b,,10,
b8dd440e,explore,174,106.229
3911f0b1,query,17,268.857
36f6d52a,welcome,55,28.536
b81d2395,query,94,301.957
b824e5f3,query,329,493.799
b8f6a9d3,query,67,505.781
37d59f5c,,85,
38b16198,explore,33,98.754
3989c759,welcome,14,32.092
38570593,query,57,391.584
397ef877,index,17,36.499
38f8128a,welcome,26,11.763
38a33852,index,62,36.772
b76af8d0,query,28,370.139
b8eb1431,welcome,72,28.815
38ef3640,index,11,29.755
b90334f8,index,4,54.219
381b3616,explore,242,201.443
3717e359,query,158,286.698
b782b13b,explore,465,113.564
b90e3c5f,welcome,59,27.680
b94822a0,explore,22,70.486
b704d04c,,19,
38903a89,explore,27,134.934
b958b4b9,query,182,391.117
38260124,explore,156,149.733
372ba72b,explore,51,98.721
385ba5ea,query,45,388.416
b8aa5016,,53,
b8a76e6e,welcome,7,42.572
37260a05,index,8,30.794
b6ddba69,query,67,319.878
388f0d88,welcome,15,20.567
b958b4b9,query,151,368.273
b85348db,explore,172,136.660
3825d668,query,110,328.730
3812c125,explore,117,166.841
37b03896,query,77,513.110
378a7a9a,welcome,8,36.119
38595510,explore,23,62.504
b8136484,,13,
b878603b,query,39,249.127
b8aa5016,query,117,317.621
b7928361,query,119,371.782
36124279,index,4,62.345
3812c125,query,173,343.496
38ac7e9b,query,54,376.066
376a234b,welcome,30,25.262
388be9d2,query,165,474.044
b91b0f7b,explore,140,134.754
36e0df61,index,4,57.690
b7dc0233,index,11,28.501
b6921073,query,17,394.728
37d123f1,explore,174,128.636
38c07244,query,17,283.939
37b9201d,index,4,26.621
b881154c,,32,
38cb3d3d,explore,105,94.863
b8e6281d,explore,200,175.675
389b6955,query,49,394.964
38bce03f,explore,22,82.816
